Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
221	😂😂😂😂 o taku ti mendon se Luli e mund RAMEN edhe po' te shkosh ti? 😂😂😂😂😂 Akoma nuk e ke kuptuar se mbas saliut duhet te shkojne pas hekurave , lulat, shulat,  mulat , babalet dhe gjithe llumbi i asaj cete,  se parti nuk mund te quhet me, ta harrojne , se me Shqiptaret nuk tallet as Luli dhe askush tjeter me perendoi koha e maskarenjve,  RAMA do jete aty per sa kohe llumbi i asaj cete nuk i dorezohet drejtesise dhe mos harroni SEKUESTRO  te pasurive te vena duke abuzuar me pushtetin e duke varferuar Shqiptaret kjo na intereson me shume se fati i Lulit me shok, dhe cetes e saliut	O Taku ti mendon se Luli  e mund Ramen edhe po te shkosh ti? Akoma nuk e ke kuptuar se pas Saliut duhet te shkojne pas hekurave Lulat, Shulat, Mulat, Bablet dhe gjithe llumi i asaj cete, sepse parti nuk mund te quhet me. Ta harrojne se me shqiptaret nuk tallet as Luli dhe askush tjeter . Perendoi koha e maskarenjve, Rama do jete aty per sa kohe llumi i asaj cete do i dorezohet drejtesise dhe mos harroni: Sekuestrimet e pasurive te vena duke abuzuar me pushtetin dhe duke varferuar shqiptaret. Kjo na intereson me shume se fati i Lulit me shoke dhe ceten e Saliut.	Politics	T																				
222	Ky shtuni nje copë Kastraveci ështe./	Ky Shtuni nje copë kastraveci ështe.	Politics	T																				
223	Ore kush me thotë c'fare do të thotë Diskrecion që thotë kjo karafilja ... Eshte fjalë tokësore  apo jashte tokësore.??/	Ore, kush me thotë cfare do të thotë Diskrecion që thotë kjo karafilja?  Eshte fjalë tokësore apo jashtetokësore?	Politics	T																				
224	O avukat ti I shikon kallofin  si elegant  ri  reat  bej dures tiran  dhe je brenda	O avokat ti e shikon kellefin si elegant. Rri rehat,  bej Durres Tirane dhe je brenda.	Politics	F																				
225	Avukat shum  e shikon  ate grida dumen  mos te del ne ender yp avukat	Avokat shume  e shikon  ate Grida Dumen,  mos te del ne enderr o avokat?!	Politics	F																				
226	Kjo do bejë të tjetera diversione me Currin... 😂😂	Kjo do bejë të tjera diversione me Currin... 😂😂	Politics	F																				
227	E avukat nuk doshikosh endra  do regulloesh do ash mu t sa te nngopesh	E avokat nuk do shikosh endrra,  do regullohesh,  do hash mut sa te ngopesh.	Politics	T																				
228	Avukat sales fekoja mire   qe te  besh dures  tirane e te  dhjefsha syzet  se e vrave grvvdan        esoj  se Karen  ne  dashuri  shko a marmalade	Avokat, Saliut ferkoja mire qe te besh Surres-Tirane. Te dhjefsha syzet se e vrave Griden. Shko o marmalate!	Politics	T																				
229	Grida  nje  kompliment  per  ju  .	Grida, nje  kompliment  per  ju  .	Politics	F																				
230	O grida ti don vetem hajdarin  ete ke qef ti se per gazetare ti je zero 😂😂	O Grida ti do vetem Hajdarin, ate ke qejf ti, se per gazetare ti je zero .😂😂	Politics	F																				
231	Bravo ekspertit z.A.Karamuço  dhe avokatit Ngjela;bindin me argumente . Qarte,drejte e sinqerisht si gjithmone edhe prof Dash Shehi,ndersa kam petshtupjen se eshte i ceket e tendecioz-cinik gazetari i vetkenaqur	Bravo ekspertit z. A. Karamuço dhe avokatit Ngjela;bindin me argumente . Qarte,drejte e sinqerisht si gjithmone edhe prof Dash Shehi, ndersa kam pershtypjen se eshte i ceket, tendecioz e cinik gazetar i vetekenaqur.	Politics	F																				
232	Do kthehemi  ne nje depo rrefugjatesh qe evropa do te na shmaget per shum koh	Do kthehemi  ne nje depo refugjatesh qe evropa do te na shmaget per shume kohe.	Politics	F																				
233	"RROFTE BLINKEN  !
RROFTE  SH.B.A."	"Rrofte Blinken!
Rrofte SH.B.A."	Politics	F																				
234	Sekretari i shtetit dhe presidenti i amerikes do ngelen me te pa aftit ne historine e amerikes , " Blinken Bajden " Lufte nxites ...	Sekretari i shtetit dhe presidenti i Amerikes do ngelen me te paaftit ne historine e Amerikes , " Blinken Bajden ", luftenxites.	Politics	F																				
235	Ky Zoteri qe po flet nga amelika kundera qeveris te Albin Kurtite ky person si nuk e njofe por vetem qe po e ndigjoj ne Skype ky nuk asht atherare edhe asht ne rruge te gabume qe flet shum keq per qeverin e Albin Kurtite. Albin Kurti asht shum i mencem edhe nje kryeministere ma i mire qe ka pas kosova.Rroft Albin Kurti me shtetin.e kosoves demokratike ne krye	Ky zoteri qe po flet nga Amerika kunder qeverise se Albin Kurtit, ky person qe nuk e njoh por vetem po e degjoj ne Skype. Atehere, ky eshte ne rruge te gabuar qe flet shume keq per qeverine e Albin Kurtit. Albin Kurti eshte shume i mencur edhe kryeministri me i mire qe ka pasur Kosova. Rrofte Albin Kurti me shtetin demokratik te Kosoves ne krye.	Politics	F																				
236	Emigrante duhet te ishin derguar te ishulli i Sazanit edhe per sigurin e per qdo gje	Emigrantet duhet te ishin derguar te ishulli i Sazanit, edhe per sigurine e per çdo gje.	Politics	F																				
237	Kryeministri e ka dakortsu per qeshtje strategjike dhe per mua eshte marveshje per te krijuar nji baze tjeter te fuqishme ne Shqipri ajo do te kthehet ne baz te fuqishme ushtarake per gjithe veriun e Shqipris. Me kete rast do vehen ne gadishmeri edhe aroporti i gjadrit	Kryeministri ka dakortesuar per ceshtje strategjike dhe per mua marreveshja eshte per te krijuar nje baze te fuqishme ne Shqiperi. Ajo do te kthehet ne baze te fuqishme ushtarake per te gjithe veriun e Shqiperise. Me kete rast do vihet ne gadishmeri edhe aeroporti i Gjadrit.	Politics	F																				
238	Z . BLINKEN  vjen ne Tirane  mbas ANKESAVE te SALIUT per NON GRATEN  nga SH.B.A. !      @ AME RIKA !	Z. Blinken vjen ne Tirane pas ankesave te Saliut per ""non grata" nga SHBA. 	Politics	F																				
239	E pamundur pa e sharë ju Shqipërinë	E pamundur pa e sharë ju Shqipërinë!	Politics	F																				
240	Do ishte kuriozitet i madh te dihej mendimi i avokatit: çfare qendrimi do mbante AI, nese ne amerike ndryshon administrata ne  Nentor dhe po ashtu ndryshon edhe qendrimi ndaj Beriahes nga administrata e re!!!???	Do ishte kuriozitet i madh te dihej mendimi i avokatit: çfare qendrimi do mbante  ai nese ne Amerike ndryshon administrata ne Nentor dhe po ashtu ndryshon edhe qendrimi ndaj Berishes nga administrata e re?!	Politics	F																				
241	Mire.e.ke.ti.por.amerika..mbeshtet.komunistet.hajdute.ne.shqiperi..mos.harroje.se.keta.jan.te.traktatit.te.varshaves	Mire e ke ti po Amerika mbeshtet komunistet hajdute ne Shqiperi. Mos harroni se keta jane te traktatit te Varshaves. 	Politics	F																				
242	Çfarë analisti curri""   o currr nesër do jemi ne europe   .  duam nuk duam do na  detyrojnë të bëjmë kampe"  2"" turqia greqia italia marrin miliardë  euro nga europa për kampet e emigrantëve.   Pra italia nga fondet evropiane do i japi. Nuk ka falas asgjë.   Do dhe shqiperia pjesën e vet " u bos ti bos po lopën kush do ta kullosi ti  qe llap nëpër kanale tv"  duhen punëtorë  dikur ne ishim afrikanët e Evropës.  Ate që thua ti i thonin italianët për shqiptarët ""	Cfare analisti Curri?! O Curr, neser do jemi ne Europe, duam apo nuk duam do te na detyrojne te bejme kampe. Turqia, Greqia dhe Italia marrin miliarda eur nga Europa per kampet e emigranteve. Pra, Italia nga fondet e Europes do t'i jape. Nuk ka falas asgje. Do dhe Shqiperia pjesen e vet. O bos , ti bos po lopen kush do ta kullose, ti? Ti qe llap neper kanale TV. Duhen punetore, dikur ne ishim afrikanet e Europes. Ate qe thua ti e thonin italianet per shqiptaret.	Politics	T																				
243	Grida kot, POR doli edhe shtuni teveqel	Grida kot, por  doli edhe Shtuni teveqel.	Politics	T																				
244	Vetm arjen curri flet taman do zoti behet kryeministr zoti e rujt	Vetem Arjen Curri flet taman, do Zoti behet kryeminister. Zoti e ruajte!	Politics	F																				
245	Mediat shqiptare 80% fallso statistikat 😂	Mediat shqiptare 80% fallso statistikat 😂	Politics	F																				
246	Mashtrime Mashtrime dhe Mashtrime partiake	Mashtrime, mashtrime dhe mashtrime partiake.	Politics	F																				
247	23:58 Grida mos u shqetso zemer. Blinken vjen ne Shqiperi per ti kerkuar falje Berishes sepse fitoi gjygjin ne Franc. Vjen posacerisht per ti kerkuar falje publike..Tata jot politik asht me ne fund i pa fajshem si diamant.kthehu dhe ti ne politik se Salushe Berisha Maltezi do behet Kryeminister ne moshen 90 vjecare	23:58 Grida, mos u shqeteso zemer.  Blinken vjen ne Shqiperi per ti kerkuar falje Berishes sepse fitoi gjygjin ne France.  Vjen posacerisht per ti kerkuar falje publike. Tata jote politike eshte me ne fund i pafajshem si diamant. Kthehu dhe ti ne politike se Salushe Berisha Maltezi do behet Kryeminister ne moshen 90 vjecare	Politics	F																				
248	Ka shume arsye nje nga te mirat eshte nje baze qe duhet rindertuar si baze gjeostrategjike dhe ka bere shume mire Ne kohen e Enverit kaq ishte nje repart ushtarak	Ka shume arsye: nje nga te mirat eshte nje baze qe duhet rindertuar si baze gjeostrategjike dhe ka bere shume mire. Ne kohen e Enverit kaq ishte nje repart ushtarak.	Politics	F																				
249	Cfar eshte ai klloun cirku deputet??😢😢😢	Cfare eshte ai kloun cirku deputet??😢😢😢	Politics	T																				
250	what is this show, the philosophy of nothing important, just thoughts with no effect, no weight	what is this show, the philosophy of nothing important, just thoughts with no effect, no weight	Politics	F																				
251	Po mir nje moster te len nga mente si ky palo avokati qe ne cdo parti qe ka qene e kan nxjer me shkelma,, po na promovon moj z. Grida po kyķa lajthitur qe ne burgjet e qoftelargut,, c'beni keshtu me kete miletjau bete trut dhalle	Po mire, nje monster te lene nga mend si ky pale avokat qe per cdo parti ku ka qene e kane nxjerre me shkelma. PO na promovon moj z. Grida, por ky ka lajthitur qe ne burgjet e qoftelargut, c'beni keshtu me kete milet, ia bete trute dhalle.	Politics	T																				
252	O budalljen ata jan mysliman dhe nese fillon lufta ata jan krah shqiptareve	O budallenj, ata jane myslimane dhe nese fillon lufta ata jane krah shqiptareve.	Politics	T																				
253	E morem vesh rencin, po me kto tuta kshu	E morem vesh genjeshtarin, po me keto tutat keshtu.	Politics	F																				
254	Ky Curri po komenton sikur të jetë i dërguar nga kisha shoviniste ortodokse greke, për kundërpeshe se Greqia nuk do një marrëveshje të tillë për pensionet.	Ky Curri po komenton sikur të jetë i dërguar nga kisha shoviniste ortodokse greke, për kundërpeshe, se Greqia nuk do një marrëveshje të tillë për pensionet.	Politics	F																				
255	Kta emigrant nuk duhen pranu ne shqiperi kan per te kriju shum probleme aqe me keq qe do jen vetem meshkuj po meqe paska fitime Ngjela ti marr ne shtepin e vet.	Keta emigrantet nuk duhen pranuar ne Shqiperi, kane per te krijuar shume probleme. Aq me keq qe do te jene vetem meshkuj, por meqe pasak fitime Ngjela ti marre ne shtepine e tij.	Politics	F																				
256	Dash Shehi je nga njerezit me te sakte, koherent e me karakter. Bravo	Dash Shehi je nga njerezit me te sakte, koherent e me karakter. Bravo!	Politics	F																				
257	Ngjela je megalloman e fluturon me pras. Rri shtepi e fito ndonje ceshtje si avokat nese ke ndonje vlere se ke mbaru	Ngjela je megalloman e fluturon me pras. Rri shtepi e fito ndonje ceshtje si avokat nese ke ndonje vlere, se ke mbaruar.	Politics	T																				
258	Dote bin meshkuj per te perzir rasen ka nevoj per shtimin e femive se grat spo lindin	Do te sjellin meshkujt per te perzier rracen,  ka nevoje per shtimin e femijeve se grate s'po lindin.	Politics	F																				
259	Grida 7 Blinken s'kane c'te bejne. Korrpsioni eshte kfhyer ne gjak. Do bent pune vetem nje Puc ushtarak si ne greqi dikur. Prandaj e shkaterroi saliu YT babi shpirteror.	Grida, shtate Blinken s'kane cfare te bejne. Korrupsioni eshte kthyer ne gjak. Do bente pune vetem nje puç ushtarak si ne Greqi dikur. Prandaj e shkaterroi Saliu yt, babai shpirteror.	Politics	F																				
260	Ngjela po na del byth lepirs i Rames	Ngjela po na del bythlepires i Rames.	Politics	T																				
261	O Ngjela Italia nuk i pranon nga feja dhe rraca kurse ne jemi nje fe dhe nje rrac me Sftikanet o Ngjela o tru mpir	O Ngjela, Italia nuk i pranon nga feja dhe rraca kurse ne jemi nje fe dhe nje rrace me Sftikanet! O Ngjela, o trumpire!	Politics	T																				
262	Po oj shkine mos u gezo aq se nuk i ka mardhenjet e ngrira Kosova me Amerike edhe ju jeni shum te vogel me i sugjeru Kurtit	Po moj shkine, mos u gezo aq se nuk i ka marredheniet e ngrira Kosova me Ameriken. Edhe ju jeni shume te vegjel per ti sygjeruar Kurtit.	Politics	T																				
263	Shum gezoheni ju para kohe mirepo skeni faj se jeni te pa ditur te mbrapambetur . Po kush jeni ju me i dhen keshilla Kurtit kur jeni 100 vite prapa ti.	Gezoheni shume para kohe, mirepo s'keni faj se jeni te paditur dhe te prapambetur. Po kush jeni ju per ti dhene keshilla Kurtit kur jeni 100 vjet pas tij?!	Politics	F																				
264	"E ka mar mire kthesen Grida!
Nga djathtas kthese te forte majtas 😂😂😂😂😂"	E ka marre mire kthesen Grida! Nga djathas, kthese te forte majtas.	Politics	F																				
265	Blinkeni do ia tërheq veshin Ramës për Kosovën, që po sillet si Vučiči	Blinkeni do ia tërheq veshin Ramës për Kosovën, që po sillet si Vucici.	Politics	F																				
266	Ka rrjedhur fare Ngjela ose flet ne emer te Rames 😢😢😢	Ka rrjedhur fare Ngjela ose flet ne emer te Rames! 😢😢😢	Politics	T																				
267	Ke filluat te ja lepish shum rames mo grida 😂	Ke filluar t'ia lepish shume Rames mor Grida! 😂	Politics	F																				
268	O vaj me det për ne të Shqipërisë dhe gjithë Shqiptarinë në Botë, një Çifut nga Nëna dhe Babai (Blinken) po drejton Botën se ai Biden (edhe Biden Çifut dhe Sionist) mezi po ri në këmbë, pra Çifutët duan të Zaptojnë Botën	O vaj medet per ne te Shqiperise, dhe gjithe Shqiptarine ne bote. Nje cifut nga nena dhe babai (Blinken) po drejton boten se ai Biden ( edhe Biden cifut dhe zionist) mezi po rri ne kembe, pra cifutet duan te zaptojne boten.	Politics	T																				
269	Popull hypokrite shqiptaret, te Pa afte per te drejtuar vet nje shtet 2.8 million banore dhe nje popull qe i pelqen tja diktojn komshite ose ne rastin konkret te fortit se si duhet te qeverisin dhe si duhet te jetojn! Nje popull injorant dhe I Pa afte qe te drejtoj familjen e tij te Vogel!👎👎	Popull hipokrit, shqiptaret! Te paafte per te drejtuar nje shtet 2.8 milion banore dhe nje popull qe i pelqen t'ia diktojne komshinjte ose ne rastin konkret te fortet, se si duhet te qeverisin dhe si duhet te jetojne. Nje popull injorante, i paafte qe te drejtoje familjen e tij te vogel.	Politics	T																				
270	Gonigali nuk do vije te vere gjoba	Gonigali nuk do vije te vere gjoba.	Politics	F																				
271	Departmenti i Lajme ecka me Moto çifute ne udhrheqim te tjeret te na ndjekin nga pas!! Si buzqesh Grida se e kupton codin…. ! 😊	Departmenti i Lajmeve ecen me moto cifute: Ne udheheqim, te tjeret te na ndjekin nga pas! Si buzeqesh Grida se e kupton kodin! 😊	Politics	F																				
272	Nuk ka asnje Fitim avokat je duke folur si Ramist dhe shum hipokrit po tregohesh!🤮🤮	Nuk ka asnje fitim avokat, je duke folur si Ramist dhe shume hipokrit po tregohesh!🤮🤮	Politics	F																				
273	Shqiptaret nuk kan asnje Fitim pervec Edvinit dhe nje pjese te ngusht te qeverise. Shqiptaret Jan nje popull qe cfardo qe te humbin se kan problem dhe jeten e tyre qe ju vlen shum pak! Keshtu qe ardhja e ktyre afrikaneve ne shqiperi tek  shqiptaret Nuk kan asnje Fitim por  dem afatgjate por ne kemi aq shum Halle Sa asnje shqiptar Nuk e shikon demin! Kjo esht Fitim personal dhe monetar I edvinit the te atyre pak njerzve qe ai I ka Nen vete kaq! Kta Jan hijenat qe po e shqyejn vendin e tyre!	Shqiptaret nuk kane asnje fitim pervec Edvinit dhe nje pjese  te ngushte te qeverise, Shqiptaret jane nje popull qe cfaredo te humbin nuk e kane problem dhe jeta e tyre vlen shume pak. Keshtuqe ardhja e atyre afrikaneve ne Shqiperi tek shqiptaret nuk kane asnje perfitim por dem afatgjate. Ne kemi aq halle sa asnje shqiptar nuk e shikon demin. Ky eshte perfitim personal dhe monetar i Edvinit dhe atyre pak njerezve qe ai ka nen vete kaq! Jane hienat qe po e shqyejne vendin e tyre!	Politics	T																				
274	ALADIN SA LEK PO TI JEP EDUIN MAGJUPI PER ME KRITIKUE SALIUN BRE BOLET JA HANGSH DR DHE HEROIT TE PLURALIZMIT NE SHQIPERI	Aladin, sa leke po te jep Edvin magjypi per te kritikuar Saliun? Bolet ia hengsha doktorit dhe heroit te pluralizmit ne Shqiperi	Politics	T																				
275	Pse po rren mashtrus	Pse po genjen, mashtrues?	Politics	F																				
276	Griden e terheq pak koka kur flet, sikur nuk e mban dot.  Z Ngjela, Mezi presim nje tjeter plak si ju dhe Saliu te eksperimentoje ne politiken Shqipetare per heren e 20te.  20ta e verteta 😂	Griden e terheq pak koka kur flet, sikur nuk e mban dot.  Z Ngjela, Mezi presim nje tjeter plak si ju dhe Saliu te eksperimentoje ne politiken Shqiptare per heren e 20te.  20ta e verteta 😂	Politics	F																				
